PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
1031	Unknown	516	5.338081	5.46257	5.500332	90.83374	9852.6318359375	27400.12109375	null	[M-2H]2-	M + 1	isotope of 1120	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	19.76866	90.72052:12244 90.75619:13910 90.93441:12106 91.00231:27618 91.0205:203165 91.03858:39809 91.0402:12217 91.04679:15806 92.92661:19883 93.03302:27014 94.97623:15096 94.97787:78025 94.97907:10297093 94.98073:65151	
1032	Unknown	516	5.396054	5.46257	5.500332	100.9322	45777.625	190774.390625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	14.51375	100.93219:16988 100.98427:208663 101.02315:31798 101.05945:178250 102.01837:13939 102.02948:24889 103.00171:14591 103.00258:22811 103.01349:5405760 103.01522:31285 103.0389:23212 103.99758:12751 104.0167:23233 104.99853:23426 105.01779:28468	
1033	Unknown	516	5.215955	5.46257	5.500332	144.0285	485119.25	5690986	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	29.56285	144.02853:91132 144.97345:34008 145.01256:30846 145.03513:26911 145.049:12022 146.02302:9211 146.9642:110752 147.02818:36797 148.04236:8635	
1034	Unknown	516	5.338081	5.46257	5.585113	156.5176	5256.56103515625	14915.8583984375	null	[M-H]-	M + 0	similar chromatogram in higher mz_1035; similar chromatogram in higher mz_1036; similar chromatogram in higher mz_1037; similar chromatogram in higher mz_1038; similar chromatogram in higher mz_1039; similar chromatogram in higher mz_1040; similar chromatogram in higher mz_1042; similar chromatogram in higher mz_1043; similar chromatogram in higher mz_1044; similar chromatogram in higher mz_1045; similar chromatogram in higher mz_1047; similar chromatogram in higher mz_1050	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7.731369	157.04919:17076 157.0863:11228 157.12179:60643 157.97454:16806 158.04401:7833 158.12532:9593 160.00846:29713 160.51047:12887 161.50872:11580	
1035	Unknown	516	5.338081	5.46257	5.585113	166.5474	4656.0830078125	13211.9609375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.16667	166.05255:92051 166.95535:9787 167.01931:32759 169.01428:8297 169.08542:12078 169.09637:25751 170.02151:14961 170.08067:55473 171.06457:27974 171.10164:48958 171.13754:13991	
1036	Unknown	516	5.338081	5.46257	5.585113	168.1364	4762.74609375	13514.625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.60685	169.01428:8297 169.08542:12078 169.09637:25751 170.02151:14961 170.08067:55473 171.06457:27974 171.10164:48958 171.13754:13991 172.95616:104083	
1037	Unknown	516	5.338081	5.46257	5.585113	174.8259	7189.46044921875	20400.595703125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	12.623	174.95501:44746 175.04559:18970 177.08642:33878 178.02592:31313 179.01916:25836	
1038	Unknown	516	5.338081	5.46257	5.585113	175.9187	5427.75341796875	15401.6298828125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	9.98203	177.08642:33878 178.02592:31313 179.01916:25836 180.02989:105153 180.06513:12491	
1039	Unknown	516	5.367227	5.46257	5.575696	176.83	4947.59521484375	14039.146484375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.207253	177.08642:33878 178.02592:31313 179.01916:25836 180.02989:105153 180.06513:12491 181.01254:12044	
1040	Unknown	516	5.338081	5.46257	5.585113	187.3717	6172.50927734375	17514.92578125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	123.4502	187.09614:31086 187.96392:13437 188.09109:9093 188.90362:20305 188.97998:20284 191.0182:9663	
