PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	12	0.07614546	0.126239	0.1863677	232.8502	10345.0283203125	51352.4609375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7.71017	232.76218:2971 232.8502:3166 233.1534:4641 233.84212:2316 234.87367:8956 235.16914:11497 235.83819:2158 235.95245:23105 236.8713:7024 237.12352:26092	
1	Unknown	12	0.0560977	0.126239	0.2063905	305.3027	3024.7626953125	17255.240234375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.416964	304.80869:4431 304.89641:2064 305.76241:51882 306.76584:2490 306.80789:2833 307.76014:8285 308.89569:2975	
2	Unknown	13	0.06611221	0.1362576	0.1963697	88.93157	7879.716796875	36643.3515625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6.257114	88.93157:2297 88.98668:3656 89.02312:12114 89.02342:23238 89.04265:27998 91.00241:2299 91.02078:164626 91.03824:6439 91.03907:6861 91.9381:2625 92.02051:2838 93.03341:43347	
3	Unknown	13	0.09616408	0.1362576	0.1863677	232.763	13387.8857421875	63994.3046875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5.349078	232.76305:3552 232.92439:4296 233.15385:5006 234.76064:3511 234.8737:6362 235.95291:16986 236.87178:6682 236.87783:3359 237.12355:21753	
4	Unknown	13	0.005433482	0.1362576	0.2765129	246.8845	1330.63500976563	4000.759765625	null	[M-H]-	M + 0	similar chromatogram in higher mz_7; similar chromatogram in higher mz_8	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.456116	246.92869:2358 247.87037:2828 248.97247:9465 249.17102:2590 249.78118:2715	
5	Unknown	13	0.09616408	0.1362576	0.2063905	254.8638	59353.828125	367748.84375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5.927153	254.83778:2882 254.86383:14931 255.23183:20584 256.86176:13798 256.92556:2389	
6	Unknown	13	0.1061953	0.1362576	0.3974662	256.8621	56061.37890625	688119.75	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	14.32671	256.86176:13798 256.92556:2389 261.14883:2103	
7	Unknown	13	0.005433482	0.1362576	0.2664608	287.31	1253.27709960938	3768.17138671875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	25.06554	287.79708:122885 288.79972:4142 289.7947:18242	
8	Unknown	13	0.005433482	0.1362576	0.2664608	356.7379	1256.34814453125	3777.40502929688	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	25.12696		
9	Unknown	14	0.0861434	0.1462763	0.3268063	189.8637	27134.39453125	263643.40625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.136963	189.86372:6676 189.94192:2146 193.00816:3357 194.86188:3087	
10	Unknown	14	0.0560977	0.1462763	0.1863677	302.7628	5734.15380859375	34428.2265625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.309999	302.77028:2572 303.30443:1938 303.7644:100690 304.76835:3199 304.80873:2391 305.76234:63595 307.76008:17326	
11	Unknown	15	0.02599373	0.1563116	0.2765129	75.17059	1108.74340820313	3333.08325195313	null	[M-H]-	M + 0	similar chromatogram in higher mz_12; similar chromatogram in higher mz_14; similar chromatogram in higher mz_15	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.389715	74.93684:2703 74.95654:2132 74.98578:3780 74.9864:17518 74.98886:2391 74.98979:3656 74.99071:2492 74.99317:2505 74.99379:2339 74.99502:2033 74.99625:2943 74.9971:4153 74.99783:12079 74.99833:3184 74.99941:5874 75.00057:2374 75.00111:4542 75.00211:10995 75.00326:11973 75.00372:7085 75.00465:14850 75.00557:17571 75.00619:99826 75.00735:18536714 75.0085:97702 75.00973:12833 75.01035:15023 75.01112:7734 75.01173:11161 75.0132:5129 75.01497:3670 75.01659:8539 75.0172:7231 75.01813:3071 75.0199:5708 75.02121:2810 75.02183:3069 75.02522:2234 75.02614:2294 75.02861:19935 75.0357:3138 75.09214:2678 75.17059:2132 76.01065:391948 76.96875:71376 76.9868:5179 77.01175:39313 78.95758:4838 80.01065:15047	
12	Unknown	15	0.02599373	0.1563116	0.2765129	75.27827	1140.20764160156	3427.67041015625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.295116	74.93684:2703 74.95654:2132 74.98578:3780 74.9864:17518 74.98886:2391 74.98979:3656 74.99071:2492 74.99317:2505 74.99379:2339 74.99502:2033 74.99625:2943 74.9971:4153 74.99783:12079 74.99833:3184 74.99941:5874 75.00057:2374 75.00111:4542 75.00211:10995 75.00326:11973 75.00372:7085 75.00465:14850 75.00557:17571 75.00619:99826 75.00735:18536714 75.0085:97702 75.00973:12833 75.01035:15023 75.01112:7734 75.01173:11161 75.0132:5129 75.01497:3670 75.01659:8539 75.0172:7231 75.01813:3071 75.0199:5708 75.02121:2810 75.02183:3069 75.02522:2234 75.02614:2294 75.02861:19935 75.0357:3138 75.09214:2678 75.17059:2132 76.01065:391948 76.96875:71376 76.9868:5179 77.01175:39313 78.95758:4838 80.01065:15047	
13	Unknown	15	0.1061953	0.1563116	0.2865482	250.8164	7608.7021484375	50447.54296875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	10.4873	250.81644:2738 252.84013:3089 254.86381:14645 255.23229:28388	
14	Unknown	15	0.02599373	0.1563116	0.2765129	278.7695	1471.19311523438	4422.6728515625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	29.42386	278.79549:6677 280.79421:2906 281.24776:2379 283.26313:21065	
15	Unknown	15	0.02599373	0.1563116	0.2765129	318.2921	1999.509765625	6010.88818359375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.034046	317.80314:5035 318.29205:2607 319.80153:2325 321.78323:2243 322.77584:3162	
16	Unknown	17	0.0861434	0.1763407	0.2264111	204.8707	118644.21875	904002.75	null	[M-H]-	M + 1	isotope of 37	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	15.91511	204.86554:7076 204.87105:19141 205.15959:5775 205.83164:304214 205.84804:2279 205.86135:7749 205.86626:1072740 205.87151:6899 206.04568:2183 206.86308:5775 206.86908:19181 207.82915:62571 207.86407:146984 207.94394:4727 209.82637:7904	
17	Unknown	17	0.04607278	0.1763407	0.2965752	239.59	1094.56018066406	3289.47412109375	null	[M-H]-	M + 0	similar chromatogram in higher mz_18	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.8912	239.13931:6915 241.14355:3102 242.17481:12716 243.87358:16909	
18	Unknown	17	0.04607278	0.1763407	0.2965752	282.4687	1101.36596679688	3309.92749023438	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.02732	283.26343:20614 283.80046:227036 284.26716:6486 284.80379:5983 285.79903:319680 286.79506:2783 286.802:9204	
19	Unknown	17	0.126239	0.1763407	0.3570061	288.8003	18394.400390625	164972.28125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.26845	288.79449:3288 288.80031:5920 289.79503:8410 292.76153:2174 292.76587:114612 292.80105:135782 293.17772:2431 293.76964:3034 293.7977:2496	
20	Unknown	18	0.0560977	0.1863677	0.3066544	90.92979	2521.30004882813	7576.140625	null	[M-H]-	M + 0	similar chromatogram in higher mz_21; similar chromatogram in higher mz_23	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	50.426	90.92979:3000 91.02079:165238 91.03845:6995 92.01999:2700 93.01739:3023 93.03334:35496 94.02882:2466 94.97755:7524 94.97919:2223300 94.98084:14054 95.01267:2422 95.02388:4715	
21	Unknown	18	0.0560977	0.1863677	0.3066544	190.789	1058.44311523438	3180.46801757813	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.16886	194.86772:1172680 194.87219:9396 194.90425:32604 194.93898:2761	
22	Unknown	18	0.1362576	0.1863677	0.3268063	252.8054	1515.90075683594	4579.01123046875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	30.31802	252.80535:2015 252.83967:2152 253.21715:1894 254.86368:11280 255.23182:27250 256.23506:5540 256.86143:9915	
23	Unknown	18	0.0560977	0.1863677	0.3066544	270.5279	1633.65246582031	4908.888671875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	32.67305	270.34232:2785 272.92039:4239 273.91582:4239 274.7996:13531 274.82864:2276	
24	Unknown	18	0.07614546	0.1863677	0.3368688	345.7943	14532.1875	171295.921875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	15.60295	345.79426:4415	
25	Unknown	19	0.1563116	0.1963697	0.2965752	206.8698	101783.640625	826450.9375	null	[M-H]-	M + 1	isotope of 38	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.77631	206.86306:5761 206.86865:16940 206.94854:8262 207.82949:76373 207.86413:159093 207.94357:3810 208.86818:2687 209.82636:8869 211.13301:2964	
26	Unknown	19	0.1563116	0.1963697	0.2564463	248.8184	7876.4833984375	34653	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7.622964	248.81836:4483 248.972:11660 250.14385:3291 252.84014:3270 253.14359:2203	
27	Unknown	19	0.06611221	0.1963697	0.2564463	311.7959	1642.24108886719	4933.9775390625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.548356	312.73014:8532 312.91251:3460 312.99259:3895 313.8089:19012 314.72917:8134 315.80547:8161 315.8068:18454 316.72575:2545	
28	Unknown	19	0.02599373	0.1963697	0.3772351	316.1871	5138.8212890625	22009.314453125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.02201	315.80547:8161 315.8068:18454 316.72575:2545 317.8045:6392 319.80086:4786 320.89401:3791	
29	Unknown	19	0.06611221	0.1963697	0.3167376	354.795	1619.1123046875	4864.48876953125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	32.38225	354.79495:2239 355.87105:2983 359.27581:2558	
30	Unknown	20	0.005433482	0.2063905	0.2865482	177.8624	5374.787109375	36374.0859375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6.818312	177.8624:2424 178.87327:2639 178.90136:2531 180.95942:4794	
31	Unknown	20	0.1462763	0.2063905	0.3066544	318.803	3151.26635742188	10467.0927734375	null	[M-H]-	M + 0	similar chromatogram in higher mz_29	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.945762	318.80303:2529 320.89469:1836	
32	Unknown	20	0.07614546	0.2063905	0.3268063	337.6412	1148.39343261719	3449.87866210938	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.96787	337.90439:7630 338.7153:2008 339.90396:3011 341.26852:2075	
