PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	12	0.04609793	0.1262932	0.1863429	177.8647	2390.9521484375	10836.1630859375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.220483	178.87246:2107 180.8706:3343	
1	Unknown	12	0.07617897	0.1262932	0.1963469	222.862	5298.923828125	25334.763671875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.468972	222.86204:3206 223.79751:33229 224.87676:32030 225.11164:2418 225.79558:16746 226.83707:4552 226.87191:8211 227.20029:9140 227.79199:2854	
2	Unknown	12	0.0661478	0.1262932	0.2665507	252.8135	3793.3046875	14177.2890625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6.150125	252.8135:2881 252.84067:2051 254.86299:17368 255.23151:27159 256.86165:13023	
3	Unknown	13	0.07617897	0.1362828	0.2565069	196.311	1397.72583007813	4198.58349609375	null	[M-H]-	M + 0	similar chromatogram in higher mz_4; similar chromatogram in higher mz_5	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	27.95452	195.87078:13655 196.8659:1195504 196.87046:9437 196.93729:6363 197.86891:9776 198.8639:171383 198.95314:4963 199.16892:5606 199.86729:2488 200.95618:2135	
4	Unknown	13	0.00544615	0.1362828	0.2565069	215.4957	1165.07385253906	3499.72729492188	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.30148	215.05455:2063 215.83706:4045 216.82965:79565 217.83443:2792 218.82702:12687 219.17439:49631 219.86892:2497 220.17733:6478	
5	Unknown	13	0.00544615	0.1362828	0.2565069	233.4247	1213.60803222656	3645.517578125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.27216	233.15344:7356 234.87375:9706 235.1689:9311 235.95253:17793 236.87223:13061 237.12317:20207 237.93092:2800 238.12642:4664	
6	Unknown	13	0.02604395	0.1362828	0.1863429	261.8368	1895.38940429688	5693.49853515625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.189783	261.83675:2235 263.86439:3992 265.8622:4604	
7	Unknown	13	0.09623723	0.1362828	0.3168232	278.7964	68822.8515625	700230.6875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	18.87143	278.79643:18853 278.98715:2217 280.79429:2955 281.24729:3243 283.26348:16879	
8	Unknown	14	0.03608137	0.1463139	0.246455	74.44756	1026.77514648438	3083.80908203125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.078469	74.0231:2815 74.03164:4184 74.91963:2416 74.92263:2599 74.97587:3477 74.9858:8559 74.98641:13477 74.98942:2407 74.99134:2571 74.99381:3156 74.99535:2569 74.99689:5013 74.99773:12226 74.99835:4554 74.9995:5365 75.0002:2917 75.00151:5908 75.00213:11337 75.00305:8334 75.0049:19364 75.0062:179254 75.00728:18626228 75.00821:116862 75.00998:8611 75.01067:8711 75.01129:5892 75.0119:6122 75.01291:6479 75.01345:6316 75.01429:3623 75.0166:12227 75.01807:4568 75.01969:15733 75.02115:2585 75.02246:2957 75.02851:22944 75.09493:3141 76.01067:401382 76.9668:2845 76.96879:45208 76.98666:5545 77.0117:71814 78.95718:2904	
9	Unknown	14	0.01590653	0.1463139	0.2665507	208.4009	1306.93432617188	3925.23706054688	null	[M-H]-	M + 0	similar chromatogram in higher mz_11	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	26.13869	207.94396:6862 208.8675:2250 208.87108:4452 209.82638:14904 210.86886:2449 212.07391:9858 212.83389:410763 213.01408:9965 213.18485:2480	
