PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	12	0.05610235	0.1261726	0.2060971	74.11961	1600.22546386719	6603.87744140625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.082597	74.023:14323 74.02357:23236 74.92299:3441 74.93653:4262 74.98577:4551 74.98631:15549 74.98762:2141 74.99132:2407 74.99186:2662 74.9944:3030 74.99501:3182 74.99717:4694 74.99802:8400 74.99902:5990 74.99956:5745 75.00079:3415 75.00241:7359 75.00302:5612 75.00372:3935 75.00425:10499 75.0058:25628 75.00641:115417 75.00733:18310704 75.00841:132493 75.00942:21902 75.01065:9720 75.01126:7699 75.0118:5986 75.01257:7728 75.01411:4531 75.01481:4274 75.01535:5550 75.01594:9314 75.0168:11214 75.01773:3177 75.01966:3240 75.02305:2744 75.02359:2128 75.02575:2097 75.02851:18810 75.04671:2666 75.07848:2805 75.09205:3809 75.11312:2341 76.01064:422179 76.96877:54221 76.98631:3108 77.01167:75858 77.01291:4709 78.9179:3037	
1	Unknown	12	0.005454733	0.1261726	0.1960744	341.7728	1782.58813476563	5345.166015625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.94129	341.77283:2103 343.79548:2357 345.79419:2443	
2	Unknown	13	0.005454733	0.1361414	0.2662404	109.9154	1232.36364746094	3694.0625	null	[M-H]-	M + 0	similar chromatogram in higher mz_3; similar chromatogram in higher mz_5; similar chromatogram in higher mz_6; similar chromatogram in higher mz_7	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.960757	111.01864:6595 111.04333:2124 112.9844:13212 112.99793:5661 113.02272:7951 113.02357:6355 113.0344:3648 113.05962:3805 114.01839:7117 114.02647:2384 114.89501:4944 114.90085:4896	
3	Unknown	13	0.005454733	0.1361414	0.2561969	196.7653	1048.09899902344	3141.72143554688	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	20.96198	196.86584:1151134 196.87041:8096 196.93724:6395 197.86225:5307 197.86885:11814 198.86372:135407 199.16887:8277	
4	Unknown	13	0.0961625	0.1361414	0.1960744	197.8689	69408.265625	399985.1875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.518182	197.86225:5307 197.86885:11814 198.86372:135407 199.16887:8277	
5	Unknown	13	0.005454733	0.1361414	0.2662404	231.5781	1145.16076660156	3432.66821289063	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.90321	233.15384:6149 233.91295:6063 234.87368:8834 235.16887:4860 235.91079:3007 235.95247:24759	
6	Unknown	13	0.005454733	0.1361414	0.2561969	244.6053	1174.8994140625	3521.81127929688	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.49799	244.9045:2593 244.96358:2035 245.87209:10672 247.78338:2567 248.81882:5197 248.97157:15592	
7	Unknown	13	0.02602335	0.1361414	0.2461823	290.3274	1201.97241210938	3602.9638671875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.03945	292.76601:149302 292.80051:134797 293.17471:4702 293.80424:4842 294.76418:271378 294.79297:2019 294.79881:195726 294.90282:33901	
8	Unknown	14	0.02602335	0.1461496	0.1960744	138.9091	2043.29113769531	6220.7236328125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.839958	138.85881:2183 138.94247:2494 139.93714:4634 139.97425:3632 140.07031:2865 140.97667:7025 143.01166:4666 143.03215:1884 143.03357:5082 143.06988:7049 143.10641:47052	
9	Unknown	14	0.01591095	0.1461496	0.2662404	206.3015	1135.56103515625	3403.02709960938	null	[M-H]-	M + 0	similar chromatogram in higher mz_11; similar chromatogram in higher mz_12	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.71122	205.83156:410805 205.86131:6229 205.8662:1041839 205.87146:6305 205.87426:1960 206.86303:5014 206.86938:14205 206.94878:5773 207.8291:93646 207.86406:127479 207.94389:6767 207.99865:12038 208.02533:39343 208.09614:2450 208.5157:5894 208.86743:4883 209.04435:13355 209.82669:13391 211.13234:7464	
