PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	13	0.005436148	0.136031	0.2564011	187.3382	1245.88037109375	3738.42504882813	null	[M-H]-	M + 0	similar chromatogram in higher mz_2	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.91761	187.86503:7527 188.93793:69624	
1	Unknown	13	0.08601058	0.136031	0.2061327	288.795	14185.826171875	72326.1484375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	13.62723	288.79501:2752 290.89247:2364 292.76622:29302 292.80104:145434	
2	Unknown	13	0.06601068	0.136031	0.1860432	295.9057	2463.47900390625	7492.5302734375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.705753	295.80253:6219 295.9057:3096 296.76214:29756 296.7973:69503 298.75929:8410 298.79523:10185	
3	Unknown	13	0.08601058	0.136031	0.1960973	325.8058	6324.90576171875	25393.884765625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7.635996	325.80577:3326 328.98256:2338	
4	Unknown	14	0.09603757	0.1460497	0.5200431	75.00734	79749824	1760451968	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	15.68507	74.92298:2553 74.93675:3226 74.96483:2263 74.96822:2680 74.98454:2536 74.98546:2772 74.98638:16033 74.98916:2963 74.99316:2829 74.99378:2495 74.99439:2823 74.99655:3024 74.99793:11622 74.99917:2767 74.9997:7795 75.00047:5316 75.00094:6484 75.00155:7991 75.00279:8638 75.00425:5628 75.00556:38199 75.00617:110795 75.00734:19568204 75.00818:120737 75.00941:27979 75.01087:7396 75.01218:4597 75.0128:5272 75.01341:9622 75.01395:4936 75.01449:5587 75.01526:8222 75.0165:3017 75.01704:7185 75.01781:3012 75.01842:2753 75.02058:2965 75.02181:2204 75.02582:2212 75.02859:19262 75.03568:2493 75.04678:3248 75.07832:3479 75.09213:2880 76.01064:447442 76.01182:3356 76.01379:2174 76.96877:40604 76.98606:2617 76.98703:2168 77.01175:70920 78.96555:3020	
5	Unknown	14	0.005436148	0.1460497	0.2764905	114.164	1225.03430175781	3676.07275390625	null	[M-H]-	M + 0	similar chromatogram in higher mz_3	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1.777087	114.01882:11934 114.05475:3555 114.16401:2029 114.89528:5520 114.90068:2268 114.91718:2887 114.92405:3528 114.92945:2983 114.93179:12150 114.93501:7532806 114.93676:48879 114.93895:10206 114.94143:2626 114.94655:3633 114.94845:2224 114.95005:2420 114.95254:2147 114.97548:5330 114.9999:4913 115.00253:30730 115.03895:28690 115.07511:250786 115.93234:15728 115.93851:66214 116.03343:2099 116.07019:3453 116.07894:4811 116.89222:2315 116.92219:3014 116.92429:2246 116.9276:654776 116.92969:6113 116.93089:21515 116.93314:3485044 116.93479:21239 116.93838:3950 116.95837:9733 116.97453:3020 117.01833:10038 117.05437:4505 117.92727:29527 117.93016:7093 117.93654:30244 118.00353:13844 118.03956:2348 118.91661:6609 118.92558:8446 118.93137:2355 119.03309:3637 119.05218:2137	
6	Unknown	14	0.005436148	0.1460497	0.2764905	181.5905	1232.14306640625	3697.40478515625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.64286	182.95894:3543 182.96335:636176 182.98676:12705 183.01147:5084 183.89649:3243 183.96599:4502 184.93635:2253 184.9602:103006 184.96677:31898 185.00972:3030 185.08046:3373 185.11091:2826 185.15362:3159 185.86662:2371 185.89456:2602 185.9634:3578 185.99377:3677	
7	Unknown	14	0.06601068	0.1460497	0.2161888	205.8662	4965553.5	43426672	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	16.48391	205.83152:49634 205.86129:8566 205.86622:1194360 205.87144:8370 206.16174:4676 206.86337:5299 206.86923:18073 206.94912:6855 207.82979:15965 207.86405:160433 207.99899:23011 208.02531:36815 208.86741:3182 209.04433:8047 209.82631:2614 210.0492:2015	
8	Unknown	14	0.05601908	0.1460497	0.3977814	206.8692	111536.5390625	1972661.5	null	[M-H]-	M + 1	isotope of 7	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	26.39713	206.86337:5299 206.86923:18073 206.94912:6855 207.82979:15965 207.86405:160433 207.99899:23011 208.02531:36815 208.86741:3182 209.04433:8047 209.82631:2614 210.0492:2015 211.1326:3281	
9	Unknown	14	0.07602103	0.1460497	0.2966237	300.7577	2714.94799804688	13012.9970703125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.652644	300.75769:2095 301.7661:55757 303.76457:66346 304.77016:2585	
