PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	13	0.005452646	0.1362163	0.2566406	203.2394	1207.61108398438	3630.4755859375	null	[M-H]-	M + 0	similar chromatogram in higher mz_1; similar chromatogram in higher mz_2	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.15222	203.83365:339060 203.83852:2173 203.86302:7539 203.8682:1169114 203.87303:8811 204.08649:1963 204.83071:2216 204.86443:3250 204.87068:13835 204.91207:5478 204.96981:2424 205.15852:28631 205.83163:372630 205.86625:969267 206.04567:2685 206.16179:3458 206.86306:4579 206.86911:14596 206.94817:8471 207.82913:75479 207.8641:136982 207.94392:8571 207.99868:18303 208.02536:34977	
1	Unknown	13	0.005452646	0.1362163	0.2566406	336.6605	1158.66430664063	3483.32543945313	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.17328	336.80267:2799 337.90514:9235 339.90322:4993	
2	Unknown	13	0.005452646	0.1362163	0.2566406	345.351	1088.95959472656	3273.7705078125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.77919	345.79425:1879 347.79353:2949	
3	Unknown	14	0.01590257	0.1462183	0.2666925	216.7456	2446.22241210938	7356.7802734375	null	[M-H]-	M + 0	similar chromatogram in higher mz_5	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	48.92445	216.8296:109323 218.82812:11747 219.17434:57317 219.86926:3296 220.17728:7662	
4	Unknown	14	0.005452646	0.1462183	0.2767695	328.7662	2337.92333984375	8617.97265625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.676883	332.80708:3462	
5	Unknown	14	0.01590257	0.1462183	0.2666925	341.5939	1250.51721191406	3760.81103515625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	25.01034	343.79705:3026 345.79426:3859	
6	Unknown	15	0.01590257	0.156262	0.2969007	184.3308	1847.63317871094	6147.9541015625	null	[M-H]-	M + 0	similar chromatogram in higher mz_8	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.073343	183.89654:27268 183.96634:7656 184.9364:2903 184.95983:108290 184.96636:35499 185.08081:3632 185.11007:1932 185.11754:2761 185.15338:6088 185.86665:24210 185.89492:11337 185.96316:6260 185.99353:9041 187.86528:18338 187.89185:3729 188.93811:63966	
7	Unknown	15	0.1161831	0.156262	0.2969007	210.8688	14285.7265625	104472.3359375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	18.94945	210.86883:3570 212.02007:5386 212.83392:407080 213.01406:3510 213.0771:1924 213.83771:3431 214.83187:391991 215.82988:2012 215.83439:2448	
8	Unknown	15	0.02602545	0.156262	0.2767695	306.3026	1392.76831054688	4189.89013671875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	27.85537	306.30264:1992 307.76019:11771 308.80243:2256 310.73198:2962 310.87685:2302	
9	Unknown	15	0.09616458	0.156262	0.2164637	347.7935	5915.66845703125	30194.23046875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6.406354	349.1688:1989 350.86917:2074	
10	Unknown	16	0.02602545	0.1662911	0.2868487	154.2346	1091.78881835938	3285.13110351563	null	[M-H]-	M + 0	similar chromatogram in higher mz_6; similar chromatogram in higher mz_11; similar chromatogram in higher mz_13; similar chromatogram in higher mz_14	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.83578	154.08574:5067 154.94107:46651 155.07058:2802 156.01105:2884 156.93911:16546 157.08539:9273 157.12196:74160 158.12533:5072 159.02835:3042	
11	Unknown	16	0.02602545	0.1662911	0.3070214	203.9286	1300.751953125	3913.88916015625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	0.9114532	203.83363:290135 203.86303:7619 203.86819:1093021 203.87304:7363 204.87105:13430 205.15854:19700 205.83158:303822 205.83648:2100 205.86135:4510 205.86624:992964 206.86343:4596 206.86907:11206 206.9481:6933 207.82914:62215 207.86432:109404 207.94393:5970 207.9987:22567 208.02537:38816 208.86103:2274 208.87105:3190	
12	Unknown	16	0.005452646	0.1662911	0.3474774	248.6839	1134.82653808594	3414.62915039063	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.69653	248.97248:19368 250.14339:2355 250.81741:2243 252.84016:3159 253.1436:3363	
13	Unknown	16	0.02602545	0.1662911	0.2868487	262.5268	1031.58850097656	3103.99169921875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	20.63177	263.86383:3830 265.86215:2160	
14	Unknown	16	0.02602545	0.1662911	0.2868487	296.1945	1031.384765625	3103.37866210938	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	20.6277	295.7676:3742 295.79594:3227 295.80258:6014 296.76198:130730 296.79699:62040 296.99691:3266 297.76669:3168 298.75976:26414 298.79481:10357 300.75778:2445	
15	Unknown	17	0.005452646	0.176339	0.3879584	197.7339	1417.35571289063	4265.32861328125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	28.34711	197.86259:3309 197.86886:4838 198.86416:122545 198.95275:2368 199.16887:8405	
16	Unknown	17	0.07612719	0.176339	0.2566406	261.8362	1527.42028808594	4596.55224609375	null	[M-H]-	M + 0	similar chromatogram in higher mz_18	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2.056916	262.99541:3131 263.86431:5915 265.31917:3554 265.86213:4413	
17	Unknown	17	0.1261831	0.176339	0.2465864	265.3192	3804.099609375	17439.796875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.242971	265.31917:3554 265.86213:4413 270.02479:4444 270.0411:2177	
18	Unknown	17	0.03607752	0.176339	0.2969007	284.6147	1030.67431640625	3101.66650390625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	20.61349	284.26656:3665 284.79693:2428 284.80376:4164 285.79897:317739 286.79561:4740 286.80195:4886 287.79704:126202 288.80086:4219	
19	Unknown	17	0.09616458	0.176339	0.2969007	304.3046	4922.349609375	22376.509765625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7.069689	304.80871:4186 305.76243:53288 306.76905:1981 307.76016:12886	
20	Unknown	17	0.1261831	0.176339	0.2566406	321.2883	2875.96875	12463.572265625	null	[M-2H]2-	M + 1	isotope of 37	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.125347	320.89468:2701 321.28831:3001 322.77585:3475 323.80691:4526 324.77287:7319 325.80397:11832	
21	Unknown	18	0.06613763	0.1863535	0.2465864	115.9384	409327.03125	3883664.5	null	[M-H]-	M + 1	isotope of 48	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	27.70426	115.93216:15564 115.93843:77243 116.03435:5837 116.07852:5616 116.89899:3462 116.92777:39131 116.93092:23326 116.93316:3359767 116.93527:13419 116.93782:2035 116.95776:4570 116.97456:3007 117.01777:10806 117.0544:5725 117.92715:5108 117.93004:5241 117.93642:27583 118.00326:11250 119.03358:4576 119.93795:2275	
22	Unknown	18	0.04611903	0.1863535	0.3070214	202.746	1085.01342773438	3265.46313476563	null	[M-H]-	M + 0	similar chromatogram in higher mz_23; similar chromatogram in higher mz_25	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.70027	203.83364:301843 203.86302:7744 203.86819:1150372 203.87303:5450 204.87069:19478 204.91173:2809 205.15853:23539 205.83161:298985 205.86134:7699 205.86624:1064408 205.87045:5686 206.86307:4738 206.86942:10544 206.94808:9081	
